,index,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country,city,name,latitude,longitude
38,"Copenhagen, Denmark",10.07586404,10.48796405,10.58775521,10.09446061,9.913257662,10.71891703,10.94566344,11.24812268,10.60240769,10.67729358,11.16913463,11.7289019,11.34407598,11.04250615,10.95723378,11.49166592,12.12456942,11.93840659,11.76648381,11.93458202,11.81401554,12.19233852,11.64724651,12.55571057,11.63277842,12.65012734,12.59371828,12.66888775,12.52540396,12.56574663,13.49868169,12.99544954,13.76762262,14.34065813,13.51289698,13.80841809,14.83565025,13.90580317,13.54368424,13.41875789,14.10725296,14.04525755,13.80577969,14.01039355,14.62105157,13.79227902,14.35394473,14.88192719,14.64034482,15.27302978,16.86944998,15.44472926,15.18729318,15.144165,15.45577674,16.04841623,16.00561007,16.89884316,17.70179803,16.29904222,16.45667897,17.12610533,16.88352338,16.61976703,16.88892456,16.46490121,17.01763331,16.4434475,16.05544374,14.96563637,15.80925486,15.15807162,16.22270082,16.01723515,16.49061458,16.02825995,15.46762786,17.18575026,16.8389642,16.28936308,16.64991817,16.12029633,15.57953117,16.23737904,16.12484635,15.57242841,16.92681185,17.78831574,17.86382509,17.20813977,17.54504116,17.33010368,17.42514126,17.20421373,16.6634028,12.59272579,14.73447551,17.11912001,16.95780932,17.55534554,18.4303891,17.86136616,19.13500175,19.21956374,18.87812226,21.80156863,20.58977895,21.20370483,20.92822465,20.69351558,21.24428992,22.55463281,22.68925347,22.87819826,22.99664863,22.46447561,22.20296797,23.27850423,21.47555168,22.06327198,22.88256649,21.79164075,24.0110754,22.95818307,22.35564167,21.37246134,20.45480158,21.19524833,22.35483281,22.07809986,22.06071993,21.38856261,20.2738535,20.34298935,19.39288568,20.20367812,20.52053814,19.48044338,18.74337021,18.43443489,17.49051449,17.56244687,16.95231121,16.60223347,16.28548925,15.3708,14.69677351,14.56196437,14.38535914,12.98134071,13.11069595,12.10833359,13.04166698,14.67499828,10.4416666,11.06666565,12.52500057,10.84166622,10.5583334,11.52500057,11.84999943,15.35833359,10.66666698,10.04166698,12.09166622,10.89166737,10.0666666,9.800000191,12.08333492,10.3166666,8.566666603,8.566666603,Denmark,Copenhagen,"Copenhagen, Denmark",55.6867243,12.5700724
39,"Djibouti, Djibouti",30.73623773,30.95956835,29.87189952,29.18039311,28.75225981,31.18670577,30.87592218,31.3569622,30.64673753,27.96116896,30.22605134,30.75798232,29.79912948,28.60691453,27.95283027,28.95890597,32.17435022,31.67775725,30.76999769,28.89062642,28.28410658,30.03435035,29.8624857,30.59216077,30.61557912,31.98123649,28.48502843,29.41734819,30.3883402,30.95844896,30.40406276,29.49686448,33.32244672,28.69303858,26.65036359,27.30141009,30.85090201,32.26284451,33.44107358,27.48442424,28.34755407,28.80111535,31.85590794,28.10991013,29.65359407,30.7952332,29.08418988,29.48326419,28.82890468,31.22133813,33.42072742,29.62385848,32.59345956,29.18551126,29.36563986,30.35734936,30.48194342,28.9968163,29.25111165,30.54405229,31.61252293,30.05323398,29.84888402,30.95336589,28.7407707,30.11868232,33.0891222,32.61562129,29.40081603,28.19598718,30.79449102,31.4118468,29.99272971,30.67616925,28.22215274,29.39132581,27.03714495,30.25623704,28.68876907,29.75877719,30.30363652,31.07256853,32.42911816,30.81798853,29.09326786,31.05877482,29.41679377,30.04755508,31.11351252,32.01433559,28.2350193,30.4264841,27.96798855,32.77233094,31.81101955,29.05051174,31.04289059,30.2371709,28.17812478,31.70885649,32.12758038,29.42552712,28.32392002,32.1105645,28.41878123,27.88527639,28.6901663,29.69419685,30.61760261,30.00565663,29.06688093,30.50088194,29.74046769,29.91289295,30.60954407,28.37098203,28.88042954,32.23022719,34.63165971,30.46815907,31.17063189,30.72239305,28.98454893,33.04382812,33.5062181,34.09573098,34.20684232,31.83145099,34.6974151,35.72718712,36.14079729,34.02833948,34.28954243,32.49729334,35.30362031,33.72636044,33.56600823,37.00327857,39.24831314,38.50508438,39.00475304,38.39483154,34.10268364,35.4387832,38.55472332,38.36422102,40.82366801,40.66017136,41.26922011,42.24527222,40.81873362,38.6416626,39.9916687,38.78333664,41.61666489,41.4916687,39.41666794,40.69166565,42.94166565,42.11666489,42.14999771,48.79166794,52.57500076,48.98333359,44.99166489,49.07499695,46.69166946,49.9916687,46.77499771,46.12500381,44.7583313,41.04166412,Djibouti,Djibouti,"Djibouti, Djibouti",11.8145966,42.8453061
40,"Cairo, Egypt",18.37133737,18.26149453,18.55228298,18.01255276,18.68083033,17.93141557,18.28537572,18.83607632,18.11754833,18.77042269,17.99740053,17.93165793,18.2805335,19.27401921,20.34737819,19.07314294,19.00335735,18.54572048,17.88221494,18.19633027,19.26862134,20.27625828,19.10781776,19.19784842,20.34568862,20.21352569,19.48198882,19.64909262,22.03466143,20.2402749,19.16506562,19.34490919,19.76805476,19.89300016,21.39751811,19.65043957,20.53029359,21.75143557,20.22997914,20.24842589,20.4227642,21.09675628,21.17531974,20.23559363,21.09274018,21.04402333,21.58322834,22.91963219,21.28215396,20.91209985,20.44186444,21.78955981,21.73283017,22.36171037,21.89029238,21.98970752,21.27650402,22.91332145,21.97688675,22.53438974,24.03442499,22.89472605,23.21988958,23.17876679,22.64553264,23.93580447,21.73902553,22.84575106,22.70948702,22.56357658,22.74322486,24.62634658,22.82955981,23.00764598,23.10493659,23.35248984,23.6718192,23.49210313,23.05290192,23.18444556,23.40257099,23.02991027,22.93879345,21.92337327,23.90755984,23.38858963,24.56989649,23.57871339,23.65480632,23.9451994,23.93680977,24.38468822,23.04470826,23.34440833,24.40492204,22.04143177,22.36393135,22.01313023,23.7113772,22.23923238,22.42695182,24.61051966,24.06005765,22.42789095,24.14699761,23.09219782,23.632244,22.84040759,23.25937814,23.55697148,23.56057354,24.12723568,24.85456856,25.59724612,25.49159978,27.79897068,27.42975866,25.66223354,28.73067268,29.06508971,29.84176659,29.24431015,29.32283445,29.36539697,30.6645877,30.90715342,33.75128738,32.02663244,33.34803536,33.68745612,34.16811374,34.7385044,33.84706464,34.87374717,36.92718891,37.6192356,36.98137434,37.42055564,37.58278103,37.87125989,39.01885695,38.26866163,37.88443927,37.84758457,37.49435535,38.23998845,39.15178078,39.07890433,43.0033119,41.20958126,39.38842354,41.96666718,39.125,45.14999771,42.58333206,38.21667099,43.39166641,40.81666946,40.36666489,45.97499466,48.21666336,43.32499695,45.35000229,49.43333435,46.94166565,48.58333206,48.1499939,48.125,49.58333206,49.8583374,43.18333435,45.15833664,Egypt,Cairo,"Cairo, Egypt",30.0443879,31.2357257
41,"San Salvador, El Salvador",13.12981664,11.82116067,11.5015222,13.23870081,12.77971977,13.0085922,13.13852896,12.37471044,13.35570779,13.42895035,14.18139446,12.49019949,12.41753914,12.6922506,12.79504704,12.47365595,13.34505415,13.16892766,13.44516109,12.60914653,13.51896947,12.68545096,12.34061769,13.00328452,13.71101166,12.46964101,12.70688833,13.02739205,12.66573724,13.45621518,12.71009173,12.8764485,12.68278589,13.43269258,14.14060631,13.73766064,13.53597858,12.94623252,13.69307713,13.5177571,13.51799623,13.30668529,13.28029289,13.7111748,13.20868684,13.33146481,13.44805601,13.8098702,13.88967626,13.36027576,12.82377063,14.12318757,14.44927277,13.87242933,14.10595182,14.15735225,14.808466,14.47613343,14.1598677,13.82622615,13.97846941,14.47679197,13.86395711,14.72476468,14.95323123,14.62273198,14.88669527,14.71927566,14.95318046,15.9387893,14.90720203,14.09260285,14.97972508,16.07422799,15.43074919,15.79275796,15.539234,14.83559231,15.32975052,16.10056121,16.83587978,14.95678935,15.97211704,15.88367448,16.47337324,16.31430263,16.16200225,15.42261339,16.89333496,16.33300398,15.83779766,17.25437004,16.62684933,16.3928894,18.23441428,17.79997482,16.01695533,16.4028929,17.12472416,16.41605519,18.05024316,17.96141619,18.54242559,17.67396159,19.66976281,17.82079637,18.23812222,19.39892133,19.54774763,19.52223878,19.00800485,19.98043176,19.18955793,20.64612559,20.84217774,21.37365367,21.40980227,20.68213981,22.83495639,22.26978029,22.7511886,23.00116398,24.00645097,24.45179542,24.55190129,23.3207016,25.43497631,25.21528536,25.7062094,25.05063942,25.80727465,25.02985143,26.23513359,26.27627052,26.08895796,25.83191095,24.54438671,23.91959377,23.61302748,24.63423535,25.08353863,24.21856585,25.25736947,25.75819361,25.84137005,25.64231421,25.82510369,26.97993202,31.32920299,26.04353204,27.30090988,27.05833244,26.20833397,30.19166374,26.59166718,32.35833359,27.375,31.43333244,31.57499886,32.45000076,32.84999466,32.86666489,30.54166603,32.90833282,30.72500038,30.52499962,29.96666527,30.65833473,31.26666451,32.5,32.56666565,29.29166603,El Salvador,San Salvador,"San Salvador, El Salvador",13.6989939,-89.1914249
42,"Malabo, Equatorial Guinea",28.41433867,34.44066884,30.61156346,28.18642051,35.64439777,33.32557044,32.2018078,33.1150353,29.59280252,30.14300876,38.77261819,34.77497219,31.85332646,28.7159893,26.11249081,33.92626393,30.88245868,31.13421279,30.77018395,34.44555962,32.0332124,27.75176505,29.26217825,30.85048992,29.76999521,32.27750209,31.74238148,29.49515916,31.48382552,32.65699772,31.5480671,33.29252264,36.87244996,29.44641479,29.62254513,31.67986189,31.30894756,32.51442033,29.48088803,30.38894664,28.96850023,31.6168095,31.50837793,32.93743586,29.51473653,31.69365227,30.27895332,31.49938711,29.49402952,32.58794709,31.94485453,29.83814719,30.49913973,31.14528757,33.25199795,33.18417421,33.73055717,30.62441757,33.04699486,30.73008266,32.23573808,31.31336183,34.0346682,33.79756555,34.24686046,34.0632244,37.75665485,29.72774579,30.52794005,32.97599356,32.57657864,33.8972535,31.96203838,30.74581491,31.14499594,32.00745326,34.37095658,34.06794943,34.4276198,35.38486462,34.70079125,35.09783966,35.53475838,34.38866208,30.67714821,31.87767127,30.43163994,37.50553386,39.89255179,34.60951315,31.24690877,32.03318058,35.02043685,34.61193437,32.08628695,32.81459054,35.98509909,36.14207265,35.731067,33.45057169,32.59655857,32.54737926,33.31390982,36.48513018,31.71084698,36.18832251,32.87482476,32.51009803,39.91533672,36.07102112,33.53348337,34.65206858,31.36714744,32.51145262,33.15575961,35.47408418,35.46132716,35.03949896,33.43700143,34.32159245,32.41874428,34.12391845,38.35099095,36.2268578,35.88772763,34.73922796,36.82862509,34.82567115,35.48780727,34.14245699,35.35838868,37.39811121,36.93935172,38.08798532,37.05324375,35.86875731,38.10703109,41.31129825,38.03050401,33.6095249,34.14875025,35.89399655,38.25000953,35.85502599,39.37803328,35.05829086,37.97067436,38.53867414,38.65513586,43.78075885,39.08970769,34.53333664,36.21666718,31.89166832,36.54999924,30.72500038,27.11666679,34.20000076,40.18333817,32.04166794,34.73333359,34.40833282,37.77499771,39.08333206,33.85000229,43.4916687,43.93333435,40.60833359,36.68333054,37.72499847,39.375,40.19166565,Equatorial Guinea,Malabo,"Malabo, Equatorial Guinea",3.741877,8.7740663
43,"Asmara, Eritrea",18.13397463,18.19705912,16.60284033,17.46523009,19.17089335,17.40048398,20.28191193,18.25287502,18.86198865,16.74380537,18.53706037,18.47151288,17.20703807,16.52894389,18.4139269,18.43710502,18.12449361,19.02370232,18.46126459,17.45834738,19.34093516,18.00642909,17.14571227,18.24338437,19.35627644,19.65577975,17.5499765,17.12786587,19.88908626,18.69952983,17.73411227,18.53727581,20.9951118,17.68649979,17.58477009,17.70592073,19.82641422,18.87088343,18.42527222,17.53447235,16.80380893,19.24819148,20.22828557,17.07342585,18.66416845,19.41556954,18.75300646,19.71412943,18.5762026,20.39963027,20.58543436,19.26007439,18.75947453,18.37452868,18.5246205,19.3467457,17.59403436,19.22635947,19.25101529,19.21263065,20.05977217,18.51963525,19.25857457,18.50354866,19.25178323,20.94306689,19.21640874,19.55744723,18.52046132,20.19630532,19.72929941,20.15567072,18.89841029,19.86207271,18.17184102,17.59491083,20.08147177,17.74184515,19.31745722,19.30587412,19.94486376,21.20333459,18.96668982,18.82289897,20.05700491,19.93956427,19.26739408,20.87502322,19.9210489,19.38764868,19.39353636,20.54855148,19.59638293,19.83183836,20.33213235,20.08814737,20.68646328,20.2306286,21.59788116,21.98836473,20.70845085,20.88531848,21.40276032,21.16247606,20.06802834,20.05796781,21.06508592,20.83554482,20.64193955,21.49301994,21.67947452,22.46191894,20.85416724,21.02523707,22.64068722,20.25694603,22.48416694,22.56726964,23.82692426,22.34046259,21.20364468,21.86305507,21.98969035,24.41690073,23.94368041,26.14711691,25.29253883,24.11872468,26.47452664,24.36298405,25.4450339,24.52398402,24.79539956,24.57293271,25.62956105,24.49592206,25.35690991,27.5304914,26.73600171,28.28876699,28.77748119,27.96622674,29.51813302,28.1321397,29.42396803,28.75261716,30.18773392,30.44779404,29.04460308,31.65325806,29.85883492,28.83333588,30.86666679,33.45833206,30.48333168,30.23333168,28.17499733,28.49166679,30.29166603,28.28333473,30.40000343,34.06666183,33.48332977,34.05833817,28.39999962,34.39166641,33.04166412,37.01666641,34.24166489,31.82499886,28.46666718,27.64166832,Eritrea,Asmara,"Asmara, Eritrea",15.3389667,38.9326763
44,"Addis Ababa, Ethiopia",5.349987295,4.986853679,5.097830865,5.044032912,5.097646923,4.8897928,5.407179024,5.263475489,5.21468164,4.921215648,5.023215092,5.197792775,5.114979496,4.998297405,5.460608574,5.401069661,5.103515782,5.234623225,5.277753104,5.217039325,5.24562824,5.104158465,5.256247842,5.447592089,5.321702047,5.428190765,5.352098823,5.208215169,5.257055881,5.22019332,5.285354065,5.278709333,5.362276055,5.330966735,5.027433032,5.264598925,5.286097126,5.341650853,5.383639653,5.048379449,5.216242953,5.458597171,5.468370803,5.258384008,5.510313567,5.626214026,5.556009512,5.495107181,5.640960623,5.842321686,5.914013116,5.56462191,5.760062872,5.489354948,5.759122606,5.674897343,5.936480904,6.086447143,5.66842672,6.003996758,5.845458765,5.923258882,5.996485421,5.715668758,6.035974442,6.434573659,6.127278256,6.19731109,6.249161205,6.549570724,6.348221957,6.257108205,6.346820872,6.565181944,6.440962213,6.463887563,6.862737011,6.344648597,6.577956931,6.593368837,6.589730662,6.853342582,6.88532592,6.814376718,6.964031656,7.065964803,7.049275244,7.046947938,7.103296779,6.95712341,7.103735865,7.271830418,7.184578587,7.213473791,7.481115588,7.895881943,7.798799168,7.650448533,8.133765666,8.169443561,8.265814765,8.396542352,8.30915254,8.727471802,8.774210045,8.965120626,9.157351986,9.1479984,9.41012465,9.242304066,9.528623259,9.877850882,9.506130201,9.942443366,9.899566183,9.618711622,10.4133135,10.71755905,10.908674,10.81066002,10.98220222,11.10517397,11.69796598,11.91760776,12.37172811,12.20699287,12.75255619,12.9150209,13.15972568,12.99763369,13.23968128,13.29002136,14.08539027,13.89454018,14.29699294,14.73681706,15.07510489,15.39368676,16.11354253,16.70954933,16.84442438,17.95447764,18.72754375,18.48389785,19.51464054,19.63637111,20.40386617,21.9607773,21.26097124,23.00911665,23.05959779,24.08333015,25.35833168,25.67499733,24.91666603,24.48333168,25.4750042,26.48333168,26.27499962,25.26666832,27.10833168,27.90000153,28.56666756,28.77499962,26.53333282,30.86666679,29.19999886,31.13333321,29.1166687,28.25000191,29.30000114,28.78333282,Ethiopia,Addis Ababa,"Addis Ababa, Ethiopia",9.0358287,38.7524127
45,"Suva, Fiji",6.015964744,5.906062097,6.343122193,6.529643289,6.719615723,5.998175643,5.955656566,6.468922362,6.133777501,6.316525617,6.368823213,5.970818618,6.057305991,6.302998431,5.913213017,6.573158918,6.061659345,6.389570086,6.246365641,5.905524401,6.367975922,6.242942453,6.329844285,6.549849174,6.374922078,6.477746624,5.966864242,5.973941542,6.535110357,5.912523904,6.186435607,6.17899932,6.168982159,5.896887992,6.596676156,6.328278898,6.063358788,6.3422761,5.926065019,6.290223755,6.381498665,6.246739461,6.00349067,6.217252872,6.146593216,6.271959353,6.180556378,5.938699135,6.769003315,5.996905515,5.759314651,5.829956248,6.262311888,6.453553377,6.187318508,6.04406293,6.17160171,6.597384299,6.136113396,6.123029278,6.17708327,6.549005824,6.015665247,6.07923116,6.319446106,6.097116105,6.212112785,6.29750592,6.345497406,6.181405566,6.407300742,5.946400534,6.43330557,6.334573109,6.259662298,6.373080876,6.90939313,6.324016996,5.969888508,6.317451741,6.738422739,5.798243273,5.839928141,6.6487492,6.640872601,6.280007687,6.301239367,6.319630317,6.445277754,6.615638874,6.361762211,6.416990005,6.329388379,6.327557299,6.682890788,6.383670048,6.091618405,6.042341007,6.724092822,6.203252301,5.868546435,6.249514309,6.483363841,5.980477876,6.410865055,6.245441603,6.109106234,6.635892431,6.337186246,6.57207229,6.267886922,5.615616322,6.627901362,6.599796027,6.332959214,6.682069388,6.498457046,6.054698662,6.232603119,6.331601169,6.615814452,6.489284924,6.332916822,6.117593854,6.18182357,6.006764601,6.340982517,6.341296985,6.365708887,6.600332387,6.505284573,6.242507567,6.016083535,5.898678905,6.625552702,6.064358464,6.548112118,6.276317504,6.401233128,6.494635703,6.514716679,6.156738721,6.115901478,6.382659536,6.340323905,6.285450085,6.10563254,6.419465566,6.316280756,6.493362513,6.31340776,6.108333588,6.591667652,6.208333492,6.741667271,6.575000286,6.800000668,7.766666412,8.141667366,6.716666698,7.225000381,7.075000286,6.69166708,6.675000668,5.658333302,6.325000286,6.083333492,7.625,6.966666698,7.283332825,6.466667175,6.375,Fiji,Suva,"Suva, Fiji",-18.1415884,178.4421662
46,"Paris, France",16.66075567,17.02955811,16.79308398,17.15225781,18.91360991,19.04901688,18.852042,20.41327163,18.50561953,18.55161688,19.57387742,21.42091264,20.20600606,20.52125778,22.05459769,21.05130155,21.18705844,21.28358848,21.50605898,21.51509148,21.3817769,21.75966803,21.42438947,21.59720324,22.96075035,22.47126443,22.65830478,24.45026881,21.84212616,22.47054344,23.99877183,24.59989347,25.53941348,24.26926084,24.31306033,25.9198556,24.70114941,22.80174494,23.63591436,25.85398512,26.29327951,26.19932241,26.11682905,24.81099905,26.50898791,27.04036405,25.74154876,28.00177496,29.27975957,27.58926458,29.07996592,28.1186916,28.62568093,28.21457185,29.9369318,30.57035004,29.93763967,31.90717059,32.77955695,31.69485624,34.31189912,31.07567487,34.61558833,33.12714336,29.59127732,27.67581225,28.80946808,28.52981366,26.50707828,27.85204372,29.11096137,27.59504135,30.92743373,30.08090548,33.8588932,31.90554837,31.00318526,32.94088968,33.21529487,35.63866891,36.14447708,34.04305868,29.80914761,29.97853721,33.29989445,33.15110824,32.09580355,33.96911695,34.99684875,35.04085371,31.38160949,28.00516047,27.5951934,28.55863173,25.00540359,22.64666456,27.5519593,29.54926528,29.85823426,32.2790367,31.18335922,33.41509363,32.65944469,29.39079322,33.02593352,32.70848853,32.39248346,35.97493022,31.25017796,31.03352243,34.21844703,36.53130607,38.1734911,36.95088314,36.47548921,39.04114393,34.42360077,35.22739535,35.80956925,35.48420081,34.24055637,32.75112205,33.35423842,30.77863043,35.15230958,28.76613828,28.91605116,31.72548026,32.36369018,31.4634494,31.49966474,29.66287324,26.93680213,28.04288963,25.24550357,27.31163248,25.13448003,26.20789231,24.70583062,25.12108907,24.87018806,23.9269852,23.85284614,22.40533368,21.02233928,19.78927452,19.74334185,19.53346173,17.93830354,16.35237667,16.43687123,15.91666508,16.21666908,18.07499886,15.22499943,15.98333263,16.22500038,17.14999962,17.76666832,19.25833321,21.03333282,19.65833092,18.61666679,20.51666641,15.94166565,16.85000038,15.66666698,14.95000076,15.75833416,13.88333416,12.36666775,14.15833378,France,Paris,"Paris, France",48.8534951,2.3483915
47,"Libreville, Gabon",17.77690075,19.61112625,17.41124077,16.79490893,19.78635454,19.58336071,18.88998757,19.26667209,18.9693566,18.10166092,21.15274253,20.13428543,18.3020838,16.56024092,17.13806107,19.44285385,18.56339046,19.18332413,18.48849472,19.45566423,17.45038453,16.72243578,17.05097906,18.2866071,18.63403829,19.81345714,18.38655462,17.97299926,18.51464805,19.08934195,18.41762544,19.01379304,20.33210607,17.54486337,17.7842578,19.99018478,18.76082455,19.71166465,18.18992003,17.9780731,17.72359631,18.74424893,18.56506051,18.42558315,17.64012362,19.23195706,17.90344993,18.41524134,18.61188709,18.57928288,18.37928427,17.41318752,18.34187759,19.06061496,19.5894614,19.37248839,19.72582213,18.38197896,19.5224275,18.28650549,19.3536808,18.77436323,19.59248037,19.15667454,19.41795454,19.1355264,21.31628527,17.90519658,17.96925542,18.73585801,19.34260886,19.86513229,18.12238126,18.5919464,17.71922433,18.25602608,19.40752706,20.36359006,18.89497195,19.63577604,21.04525097,19.73782358,19.68527019,20.13383477,18.79297427,18.79734235,18.18188732,21.42900034,22.03434881,20.68468979,18.91458566,19.35068461,19.9842737,19.84919713,18.30578786,19.98225776,20.0714803,19.1838839,19.96210312,19.14958625,19.34703306,18.97550369,19.95300744,20.56282926,18.77000059,20.88363084,19.77096918,19.35450876,23.0101791,20.0062365,20.43339612,19.41006033,18.51914305,19.78995315,19.61472846,20.76305513,20.84132382,20.76382672,20.64111291,20.66433107,19.32204439,19.55706196,21.25248943,21.00523629,21.31165642,20.63033799,20.88717589,21.14316029,20.98981546,20.47089071,21.20461631,21.17706919,21.08766132,21.33968652,21.77773849,19.9336202,21.78668647,22.61631569,21.91407018,19.36475794,19.71443633,20.45635475,21.56287805,21.13360376,22.20243539,19.90988617,21.34331566,22.65330433,21.19201243,23.32176764,22.14850191,24.43333244,20.85833359,20.50833321,22.33333397,19.16666603,17.98333359,23.21666718,25.70833397,21.52500153,24.39999962,25.34999847,26.99166679,29.16666985,25.10833168,30.45000267,30.35000038,26.27500153,25.76666832,27.06666756,28.19999886,27.80833626,Gabon,Libreville,"Libreville, Gabon",0.4086518,9.4418849
48,"Tbilisi, Georgia",10.82750529,11.59365469,11.75390746,11.3615436,11.22043429,10.04373564,10.76222806,11.44369422,10.38582005,10.58252092,11.33003934,11.63056609,11.43948225,10.47538655,11.256995,11.04410305,11.27943036,11.79555432,11.84823557,11.32168785,10.71378364,10.86597181,10.65696273,11.32631386,11.50885306,11.43267676,12.71653601,12.00453241,11.60159098,12.1967617,12.34054963,11.36826084,12.13073307,12.18374484,11.81104739,12.45910963,13.19861927,12.60776583,13.60813744,12.70357788,12.46078688,11.99831769,13.60842212,12.45995702,13.36531625,13.84557984,14.07885832,13.57498463,12.85300956,13.57079961,15.54759067,13.60358643,13.81526115,14.67178115,13.69689542,14.34701942,13.94486898,14.39582048,13.33714045,14.50622932,14.49546396,14.74363096,15.25933577,15.2805722,14.75213729,14.51722117,15.47457943,16.48377083,16.35475989,14.70072383,15.10343701,14.86009817,15.47710511,15.78507212,14.00297099,14.0713031,15.123078,15.70422426,15.02033969,16.15981742,16.04481813,15.75934855,17.08815387,16.3267308,16.94918409,16.65738172,18.34722876,17.61579987,17.91124308,18.12722812,18.06142051,18.06659163,17.07857973,17.40394872,18.32170295,16.58169523,17.73369741,17.63424633,16.98083378,19.30731845,18.11852784,18.39629555,18.3905934,18.91434207,19.0884452,20.44336681,20.83976574,20.3176709,20.58456707,20.90958772,21.05208778,20.86372415,20.29670098,21.71855316,21.85176286,22.23780128,22.17821159,22.14594221,24.05734615,24.5075295,24.87707379,27.19008577,26.24619523,26.5757789,28.32149512,27.64767478,29.4173558,27.51149144,28.26559118,27.83771865,28.81264891,27.56118565,28.08985179,27.35605851,26.43389815,28.00669517,26.38481316,25.88472906,25.45773748,24.47323255,27.07375998,24.80827036,24.15035518,24.65545382,21.93682167,22.590073,23.69348444,21.72109212,22.18665961,20.91292761,20.60744052,21.46666908,20.32499886,22.23333168,21.83333397,21.77499962,22.74166679,22.47500038,25.72500038,22.32500267,25.16666603,22.19999886,21.51666451,21.75,24.38333321,21.94166565,20.17500114,22.5,22.33333588,22.02499962,22.35833549,23.79166603,Georgia,Tbilisi,"Tbilisi, Georgia",41.6934591,44.8014495
49,"Berlin, Germany",16.79248306,16.50559123,17.37099288,17.14218399,18.00189967,18.22132437,19.30116592,19.01279014,19.04247574,20.0804281,19.16726423,20.42609139,21.75661588,21.88703732,22.2638139,21.76903189,21.89128212,21.40840388,23.0689967,23.34751573,22.96865299,22.64137082,24.18882463,25.51347337,25.7724563,24.80299862,25.18308981,27.55203776,25.40174692,25.54887791,28.36284492,27.48344469,29.73295807,29.65280428,29.57466265,30.91444582,29.95062049,29.41953052,29.8632976,30.13465918,33.64615843,33.00775249,33.28772749,32.83404279,35.97082187,33.0419011,32.80269694,38.83866135,40.49712755,38.77758875,44.3410257,39.95795243,38.73171487,40.52378167,40.82375412,43.44537808,43.04636276,45.75401265,47.51710147,47.33991834,45.91808654,46.70471379,48.41126611,49.5028849,44.12182564,42.73813819,45.37741662,48.82815447,43.04504197,35.55254424,39.37416147,39.34276764,39.71195192,35.7424967,41.68796416,39.76035694,37.82619593,40.79928408,40.78416437,40.25055182,40.2620154,36.07557953,32.76919374,33.46435674,38.3882619,38.83166308,40.16628909,41.16020208,49.06364921,44.31640856,49.99873438,45.86669946,50.04740566,48.33344785,44.49471228,22.6811726,29.79312042,33.55114118,34.20786467,40.45484238,43.24156105,47.99917507,50.27355906,46.88194477,50.52972499,52.34248338,55.0422823,57.20780465,51.2114586,54.22007257,56.41298454,60.37236948,62.62965304,58.10966817,64.4367062,60.29562056,58.92206881,58.21871506,57.70542679,55.42142808,56.13693064,55.37087048,54.30343273,53.62086626,57.66421912,48.49214879,50.59107191,48.44689358,53.04732996,51.59809223,52.96087224,52.149711,47.25429568,46.37372124,45.04058271,49.63658428,47.89015177,42.46685672,43.22013168,43.65697674,41.68195519,36.0503356,33.15307148,30.7223026,29.05321759,26.57395978,24.36041899,24.12650727,22.25289736,20.80440294,20.06505064,19.32500076,22.15833282,21.84166718,18.25833321,18.69999886,20.02499962,15.60833263,16.16666603,17.88333321,20.45833397,19.00833321,16.91666794,16.05833435,18.50833321,15.5500021,15.1750021,15.65000057,16.03333282,13.41666698,11.61666584,12.8166666,Germany,Berlin,"Berlin, Germany",52.510885,13.3989367
