,0
acapulco,1.1563704785932005
acc,0.4566635116827769
accardihous,0.42563986543291465
accasion,0.47864605869212307
accecanteera,0.3880084829633057
accel,0.4326823139329046
accelar,1.6920622809775048
acceler,97.22255164161814
accelerat,0.38931318814920135
acceleratesat,0.6798714339194842
accelerationabsolut,0.5756992165295153
accelerationdeceler,0.9798383259961458
accelet,0.5795463213398216
accellar,0.46855148893552556
acceller,6.689427847859781
accelr,0.7556160900186646
accend,1.7965304238935476
accept,2.197008827638646
accer,2.398330849191827
accerl,0.6957550911012401
access,3.0717918076789985
accid,5.0331542559720654
accident,4.035889453188815
accidentali,0.7406066802162894
acclar,0.5421242803781344
accler,1.5553318613434275
acco,0.39832246671905347
accomani,0.6145846626571084
accompain,0.9156813619477057
accompani,24.47630086578894
accompian,0.5872026839363789
accomplish,0.4295447212659971
accord,3.986855971230545
accordingli,0.577032629509729
accoss,0.6228545655636893
account,12.78032226601491
accour,0.5634076525710667
accro,2.352953904019425
accross,62.42610441544719
accrossno,0.4691610829121841
accru,0.5257880536285847
acctoss,0.6052887784358847
acctual,0.7309444991511367
accumul,0.6583557780255849
accur,2.4348776697779613
accuraci,0.4366894423789455
accus,0.42020467126485406
accut,0.43721073915689057
acdseeit,0.5404832340327054
acelar,0.4002463696215127
aceler,1.4527124546943075
acend,3.5850156124603436
acept,0.4595197780152275
acerag,0.4555554615932963
acercaban,0.28110408928299874
acerco,0.23151038630007045
acess,0.47316439110018627
acetylen,0.5110281347721332
acft,0.7355594417429107
achiev,1.2421700286098478
achnowledg,0.44786807833613035
acia,0.23151038630007045
ackn,0.41261635768652166
acknowledg,2.468847552605194
ackworth,0.4328589553187363
acl,1.0417882543357282
aclear,1.2527244324940172
acm,0.4406938652562853
acompani,0.5413576462931406
acorn,3.722509981465364
acoross,0.49865504867374866
acorrd,0.4487382182409817
acorss,0.991190386121408
acoss,2.7663905381559837
acount,0.8012573152752203
acquaint,1.1638674723463267
acquir,0.44528119056640153
acquisit,0.47170094163336485
acr,9.094788848317135
acraft,0.45700567139398085
acresleft,0.3906704359619507
acro,10.442930093499326
acrobat,7.534327629273956
acronym,0.35477484162712514
acroo,3.463374499830315
acrooss,0.769227670943077
acrossin,0.4664647634513208
acrossit,0.4665479717699049
acrossmov,0.5243636877638176
acrosss,2.4779162904757026
acrost,1.728479778314749
acrross,0.4908318999374384
acscend,0.5420565079079879
act,15.082572402708589
acteon,0.3604176523225093
action,6.051102629536654
actionquotso,0.40558962894502404
activ,30.797011802199698
activi,0.4411952097751016
activit,0.44531992574967577
acton,1.5819790307895216
actress,0.36882085029586037
actross,0.5793151861121587
actual,29.078489068737063
acual,0.46327209666994085
acushnet,0.31854226373239675
acut,1.5290092945613463
acworth,1.0473803091139877
acylind,0.5129637644615691
ad,3.7142387897522795
ada,2.8887988264109956
adam,6.959008490930177
adamski,0.770120814620079
adamsvil,0.7205289816459455
adanain,0.3756439288017309
adbduct,0.7478960121253354
add,1.6928725399068325
addenda,0.41116841905694607
addendum,3.105429298604289
addi,0.37922010329082195
addict,0.41602540744581507
addingham,0.44626461939449913
addison,0.7808705127065666
addit,13.090371167764605
addl,0.5973822130023586
address,5.038086360727958
addth,0.41067258320142164
adel,0.5130229533011321
adelaid,3.993859364934782
adiffer,0.5243806976699679
adirondack,1.6353372845857492
adit,0.5734411026257026
adjac,9.573357058570311
adjec,0.4003795097903491
adjust,1.2780144058617375
admir,5.792325553203151
admirin,0.43217155155673276
admist,0.5207689797059175
admit,3.228551988810486
admitedli,0.5843028346283555
adn,1.5577381505297125
adopt,0.38504708783341424
adrenalin,0.4644601310570229
adriat,0.8659046181367231
adult,42.88263610438434
adv,1.89396609932316
advanc,4.665991759982299
advent,0.5773186495947037
adventur,0.6852018914940016
advertis,40.96099521882404
advis,0.4829509744954833
advoc,0.40761918072900455
ae,0.4548889351805886
aegean,1.299353081364762
aep,0.5329699202251815
aera,0.47286090621400234
aerial,16.129052466578454
aero,0.4369492992153293
aerob,0.45379544676087075
aerobat,1.6298579736144267
aerobi,0.6501150235377208
aerobrak,0.4535065175628166
aerodynam,5.581660242769955
aerodynamicc,0.6422387468165259
aerodynamicsdefi,0.9262000307796378
aeroengin,0.5614440236215897
aerohead,0.5389469218783753
aeronaut,1.5449695170855073
aeroplan,10.701773329648292
aeroplaneno,0.7617228281697509
aerosol,0.4601825229732116
aerospac,2.3524679813138634
aerostat,0.41852591196033523
aeryon,0.7749668788839924
aest,0.440390173916959
af,5.158488784107671
afar,4.0747096848998385
afari,0.4391759879018344
afast,1.0954012994111293
afb,41.87214865420164
afbit,0.5013267256800469
afbon,0.5367258398026075
afbradar,0.3776770191870738
afdter,0.5219047083023807
afernoon,0.5691190877615603
afet,0.46917233526536745
afetr,0.5168357026132034
affect,8.76153488811139
affidavit,0.5070049331501467
affili,0.613803371947577
affix,0.43476264151646665
afford,0.4579102135669807
affter,0.5918399937597165
afghanistan,3.023937961662066
aflash,0.6911619333546094
aflat,0.4219474509696851
afor,0.3182154394279759
afract,0.6059778067576211
afraid,3.887921787736659
africa,9.77894892304905
african,1.5681706437601464
africanamerican,0.4949014610326952
aft,8.269038544954668
aftenoon,0.4113933572379679
afterand,0.4882331305635976
afterburn,3.763284680026292
afterglow,1.599145255271917
aftermath,0.9243944204074968
aftermoon,0.5916364702598479
afternnon,0.6708356356824496
afternnoon,0.890786958330053
afternoo,0.39552805904274463
afternoon,64.69414007387128
afternoondec,0.49917569289407454
afternoondv,0.4344140236496154
afternoonearli,0.445472229001985
afternoonfor,0.45627099110815916
afternooni,0.4149472985249948
afternoonm,0.48062448539325947
afteroon,0.5260739887526334
afterthi,0.4376961032658353
afterward,10.99696299083366
afterwhich,0.6722097842605258
aftewr,0.561323402536132
afton,0.40915413054081834
afuera,0.26272655119165683
ag,1.3291884619312464
aga,0.9343693323496891
agail,0.5057943049370995
againamp,0.8604847497225452
againand,1.0806422309803574
againi,0.48119261715766637
againit,0.4642786802698897
againlight,0.6506834783565104
againmor,0.5214695565258328
againmuch,0.7028200522335565
againonli,0.5994311335811469
againso,0.3370659701840561
againsta,0.5427822618342654
againstar,0.4065714193909468
againt,0.7198583072364138
againthen,0.463154154306742
agan,0.453839048255959
aganist,0.38646702259998056
agawam,0.9150846801903307
age,12.438598616199032
agean,0.5865786380885033
agenc,2.5027754199949057
agenda,1.5936616622771647
agent,1.9195633641909997
agesaw,0.4475950987166925
aggi,0.43645104462556455
aggress,1.8754365113663827
agian,1.3851388091964425
agiant,0.48584381989669867
agil,5.116364116298913
agin,0.476544743056857
agit,1.7659488724907073
agl,10.843278550748813
aglconst,0.43001149033661584
ago,53.89203152115908
agoaround,0.3828490991843109
agohowev,0.4044569945404945
agoi,0.4167090627088071
agoura,0.7003031917013656
agowhen,0.3456886159354543
agrav,0.22967357283958675
agre,0.47519208875689356
agress,0.4778187804528144
agricultur,2.4243082510880045
agua,0.6357313478053648
aguadilla,0.5702930919376605
aguilar,0.5693567212346639
agz,0.4772605848736381
ah,1.0888987294125436
ahd,0.4410470052482447
ahea,0.4314052806821285
ahead,28.560688727801793
aheadin,0.3613316205110833
aheadjust,0.41847638617861566
ahigh,0.6408712591732523
ahm,0.3779711320275918
ahmedabad,0.7689340218586634
ahous,0.5409468937594364
ahtanum,0.658379204461978
ahundr,0.404702169225581
ahwatuke,1.9704723065041123
ahwatukeefoothil,0.7807338181412661
ahwatukeephoenix,0.7023066927861024
ai,5.042172628519746
aid,1.2982493282451535
ailien,0.5909127439242916
aim,2.970173425431872
ainsworth,2.8864469813351623
aint,1.302971026542944
aiplanelik,0.5463817117627188
aiport,0.5993578799612131
air,286.2337249386292
airabov,0.6060292367752572
airballoon,1.2081927468530158
airband,0.4390505836277069
airbas,5.122465762498715
airbaseairport,0.5714766319696466
airborn,7.6932921048492915
airbourn,0.42854882699688496
airbu,1.218685757902864
airc,2.526734621056253
aircaft,1.5916892929944604
aircarft,1.7414268770918975
aircfaft,0.5663095033086758
aircr,1.5280958584417674
aircract,0.6142893818282359
aircraf,0.8019624283792445
aircraft,421.5950954426095
aircrafta,0.5382596784369212
aircraftand,0.4981927450695843
aircraftboth,0.5140390873391972
aircraftbut,0.5777778765958674
aircraftcraft,0.37440976237345996
aircraftexperiment,0.33588777566717465
aircraftfli,0.4517307973823156
aircrafti,0.33378690749435697
aircraftin,0.40430094056468174
aircraftit,0.4583305332852605
aircraftlong,0.3428294708974331
aircraftobject,0.7710203342989068
aircrafts,0.4253568838212099
aircraftseen,0.6115429160638878
aircraftsil,0.9923548359419709
aircraftspotlightflair,0.5550829623542192
aircraftufo,0.5578318692062902
aircrat,0.4664382247498385
airdri,2.107299195535259
airfeild,0.49275053557055043
airfield,6.494770532284986
airfloat,0.5534587368315155
airfoc,0.31672625181475367
airforc,15.951217593636635
airforcebas,1.055380307269349
airforcetoomani,0.5627612633802233
airfraft,0.3668282518778036
airi,1.8731732350862935
airial,0.5522529691562538
airin,0.4359735293186804
airit,1.7269768681570594
airlat,0.5314497813333694
airlik,0.44613665034702765
airlin,60.95498043851619
airlinerand,0.5028617465238525
airlinercaught,0.5028617465238525
airlinermi,0.4904768783220912
airlinernit,0.4096916550732592
airlinerseen,0.43526154030662073
airlinesmad,0.4089309065365682
airlplan,0.5624078370584386
airno,0.4474701564749789
airnuforc,0.47572891797301736
airoplan,0.47351174713393346
airp,2.352253128177956
airpl,0.5337887989571676
airpla,1.3613058552152004
airplain,7.191175422246477
airplan,180.6882439035212
airplanebut,0.5521152453847373
airplaneit,0.4723775654091335
airplanelik,0.5931406259935025
airplanenev,0.4638311458771471
airplanes,0.8782535734280412
airplanesbroad,0.491957554456691
airplaneshap,0.5317398848240479
airplanethen,0.6415406859158029
airplin,0.9151080492393877
airpln,0.6819181449021652
airpo,0.8763241839752394
airpoirtquot,0.7285371210837671
airpor,0.5235151922233564
airport,139.1317815866458
airportaltitud,0.42537920764216813
airporti,0.33378690749435697
airportnot,0.4911637667864133
airportreport,0.3932015784253371
airportrobinson,0.6808794486861053
airportso,0.4066994018169546
airportsw,0.4378091035711069
airportther,0.44863327723726004
airportthi,0.4582279588790449
airpt,0.40544747677540177
airquot,0.3692419462083155
airreali,0.4469602155694393
airship,2.700756594374903
airshow,4.51631318472081
airsouth,0.43075628189131254
airspac,12.237466867463834
airspe,1.344506553519453
airstat,1.1485874714976798
airstrip,0.9321551554983424
airther,0.4607569325962409
airtook,0.4238094878531451
airtra,0.40546548993559145
airtraff,0.487463453843622
airwav,0.475975926600991
airway,2.465308591921483
airwayski,0.3872512244407006
aitkin,0.6138052791145124
aiviat,0.38447526012194044
ajax,0.6918408042152485
ajet,0.3808190706509285
ajij,0.6055700938652772
ajman,0.5732096816390068
ajo,2.4340691624982895
ajusco,0.5326479698534075
ajust,0.46368537672880655
ak,9.130898890797521
aka,0.8418872751247559
akansass,0.5505932708687882
akchin,0.511982444714124
akron,3.5415176313876833
akroncanton,1.3617119592873559
akst,0.43252974396301724
akward,1.9219033995531447
al,25.693360964018275
ala,2.687823566039175
alabama,39.1680053544031
alabast,1.2465333073247602
alabaster,0.4753692114634801
alaksa,0.9146229517931835
alam,0.5763812179208117
alameda,3.405556098322058
alamo,5.87095251103991
alamosa,1.901357348911373
alant,0.7969246465194347
alarg,0.8203109086392122
alarm,13.681425586009075
alarmingli,1.7982402249636116
alaska,23.63488827752395
alaskaa,0.4651823247229166
alaskan,0.5048716435143998
alaskian,0.5032888839921787
alaso,0.6227135901093631
alavarado,0.42612221533937134
alb,0.5659049748478645
alban,0.5903830692272943
albani,16.93733956275622
albania,0.516004113586158
albedo,1.039358671263082
albemarl,0.6526548339484632
alberni,1.3717797149020954
albert,1.7842537612804006
alberta,14.927851041704379
albertvil,0.6801876907796447
albionmi,0.5851348729489793
albnm,0.4981242057504418
albu,0.5375278274718045
album,0.8147207695426317
albuquerqu,30.30030064372664
alburi,0.47728688297820254
albuwuerqu,0.7783020874566838
alcahol,0.6755733648757029
alcald,0.6915836372253996
alchohol,0.40525777231504023
alcoa,0.5582622255657048
alcohol,2.2227812938608107
alcohool,0.4067722888897596
alderbrook,0.4913208847563419
alean,0.4723602451296995
aledo,0.5360480038467949
alegr,0.5776487627042372
alein,1.477014071406899
alemeda,0.4020832552515422
alencon,0.6586805037139477
aleppo,0.6687871331311823
alert,3.4404294088624483
alex,0.929848455994891
alexand,0.6408243589110921
alexandra,0.5804784363100728
alexandria,7.389191213539819
alexandriapotomac,0.6129356205190077
alfr,1.3634741320893977
alfreton,0.579800433303877
algarv,0.7936024386755395
alger,0.5156469558216698
algo,0.2253472182135197
algoma,0.34455459830357693
algona,0.4600598912250158
algonac,1.5413861389417938
algonquin,2.764691579770997
algood,0.5006608369937612
alhambra,1.3877621855492983
ali,1.2747220751122295
alian,1.8090547634295304
alicant,0.4245442133219819
alien,84.2880801666157
aliendavecom,0.4998177612898271
alienhumanoid,0.7081592751657877
alienson,0.46442024584796987
alienssh,0.3949768975266249
alient,0.5935875844540768
alienufo,0.4555713806133487
alight,0.5036510672797607
align,16.828429256447926
alignmentdiaganol,0.5810266603615053
aliinn,0.6064886179127263
alik,2.925432641393627
aliso,1.8671871364034387
alitiud,0.5538952693432686
alittl,0.8668579124759064
alitud,1.3209261058006598
aliv,5.685587471792858
alkai,0.5413264435596982
allagash,0.4360604115650428
allaround,0.3722517576920913
allatoona,1.139483334760786
allblack,0.7032348698862119
alledg,0.4359440533078079
alleg,4.366100315535305
allegan,1.1388573420117327
allegani,1.9234501845107004
allegashquot,0.3904168475459435
allegedli,1.4102998925921206
allegheni,1.3394405122852948
allemand,0.8074451437369042
allen,2.8793369385788345
allendal,2.3609932755066203
allentown,3.337619113933014
allerton,0.6860961744364045
alley,4.335193671160513
alleyit,0.5092614348795967
allflew,0.6167712438757927
allianc,0.5918809634608615
allig,1.6643183085200222
allign,2.2288280600197488
alliquippa,0.7886056608166653
allison,0.6749088897448051
alliston,0.5520955741033754
alliter,0.510256236232507
alll,0.6206684879678924
alllllll,0.4592592061366432
allm,0.42400087529334984
allmost,3.310984634084472
allong,0.4015238304544967
allora,0.4674743278552089
allot,1.2754839148743122
allov,0.8871044864354872
allow,2.9724046147019396
allquot,0.4550915054740302
allso,0.43253104453626745
allspeechless,0.5823052141096737
allston,0.5235746388628139
alltitiudefli,0.4603790087106051
alltitud,3.702351765425777
alltitudethat,0.5261921692707582
alltogeth,0.5555166064989792
alltravel,0.37165329094982685
allumin,0.6067641355160229
allumminum,0.4734486906547923
allwatch,0.5018398239782237
allway,1.0552233882479247
allwent,0.4065714193909468
alm,1.4977905947803516
alma,3.3501705227598335
almaden,1.528673361295835
almanac,0.49422807619460407
almati,0.5138793407627428
almighti,0.5628981452619998
almo,0.8493915312822821
almoast,0.38396209008875276
almond,4.746699818073402
almont,0.5628836100005227
almosr,0.4713324139110044
alnwick,0.4717599912073446
aloft,2.5809611893443978
alogn,0.40967735265630456
aloha,3.0949937081864647
alomgsid,0.42678852770113407
alomost,0.443826381148444
alon,23.188238598707034
alondra,0.5247450844955233
alonequot,0.5220615290315294
alongf,0.48501785508284145
alongsid,8.966678805067883
alot,20.828703818771213
alow,0.5442976991109209
alp,0.41412032049259045
alpena,0.6226115721712963
alpharetta,0.5156370473803618
alphashap,0.5663658593776093
alpin,4.409950615851787
alreadi,10.982505077788684
alredi,0.41748222706149585
alright,0.4853826327693128
alseep,0.38123753962659446
alsip,1.4438035248626324
alsoglow,0.5617187894567209
alsoi,0.4688988665389451
alston,0.7330992973873143
alstyn,0.4969937259452748
alt,18.430839821928473
alta,2.4531575203589977
altadena,0.9125505487999584
altamont,0.9348893950853369
altatud,1.6684528899984579
alteast,0.6920994378959051
alter,6.469387597500738
altern,36.6247866509764
alth,0.37633716659452154
althigh,0.533088396432001
althoughmycamphonenev,0.5
alti,1.4892296868339718
altidud,2.525853005674365
altit,1.7898127413604883
altitid,0.6146086042037642
altitiud,1.500538580449431
altitiudeft,0.38419235796146084
altittud,0.9814735489869486
altitu,1.2726062207079547
altitud,330.2333427521387
altitudabout,0.4548472330208676
altitudeand,0.5011521387958703
altitudeappear,0.5061317541374596
altitudeat,0.9977394564341908
altitudebright,0.4571647447223817
altitudeclimb,0.4560003040684775
altitudecoordin,0.49086646658902394
altitudedist,0.5332504381063553
altitudehigh,0.4562539485702912
altitudehighspe,0.45548017470072605
altitudein,0.5473482316572837
altitudeit,0.5092614348795967
altitudelarg,0.5536927186267756
altitudeless,0.4016977688028967
altitudemad,0.7070023719493908
altitudeno,0.8764757559430028
altituderapidli,0.440349145276686
altitudestationari,0.4956130566973496
altitudesthi,0.49736025241785314
altitudethen,0.5910733224997898
altitudetravel,0.39797121868789037
altitudetriangular,0.49468776939026493
altitudeund,0.4306454236183685
altitudeveri,0.8863081717348414
altitut,1.2975474457673384
altitutd,1.285506507579119
altiud,0.9821755133370101
altmost,0.4531718898521955
altn,0.6902793336481806
alto,4.778960447644026
altogeth,3.7883497469942955
alton,1.4314724803505496
altoona,1.2863296337051588
altostratu,0.6069218003243946
altquotspi,0.36395636809231
altrinchamuk,0.36817237233044897
altth,0.5254214216567523
alttitud,0.6790857399101683
altud,0.4444247059130257
altura,0.9915779079070935
altutitud,0.4975297964639134
alum,0.42617100611113323
alumin,2.4228495953858245
alumineum,0.43846779521206924
aluminum,7.763102244945034
aluminumcolor,0.5555463544310475
aluminumtyp,0.6910369565454608
aluminuncolor,0.6875989925254511
alumium,0.6296769764227135
alunium,0.4764887411607892
alushtamalamiack,0.3891665636730464
alva,0.7420336788008882
alvarado,1.5424944631307285
alvin,1.2455017976242557
alwa,0.3182154394279759
alway,27.17644478913477
alym,0.5528792687175945
ama,0.40569285003788563
amado,0.41253317365371817
amagansett,0.4471423051698149
amam,1.7185543023433507
amamol,0.6972144974849482
amanzimtoti,0.658077780912499
amarillo,4.06716116505727
amas,1.1527147014038541
amasingli,0.47534735863478483
amass,0.6236257874415305
amateur,7.431770604732057
amatur,1.2926134163271004
amayor,0.4214117997273858
amaz,80.36863171139605
amazi,0.45032141630944406
amazingi,0.3954029576377786
amazingli,7.155165230810324
amazon,0.34539020463098014
ambar,0.9648974226690006
amber,217.55267363865892
ambercolor,3.0793287319694085
amberdark,0.5642229802486444
amberfireal,0.5098476344777747
ambergold,0.43852210589696883
amberish,1.694166674963599
amberorang,18.363826877785403
amberorangish,0.47787976717656916
amberpurpl,0.6306777493308939
amberredcolor,0.6869361058387886
ambertan,0.7608736025587762
amberyellow,1.150892183100032
ambiant,1.0786135107204955
ambient,1.8701648933447093
ambigu,1.7743231367394752
ambler,0.6882263428616268
ambo,0.23436019007926998
amboy,1.7083781747075384
ambul,1.3961784384224214
amd,2.131082875890436
ame,1.2005077306109178
ameach,0.4227088663440083
amelia,1.2460842146217057
amend,3.1273945118182374
amenia,0.549165466155702
amer,0.3882415821573441
amerca,0.6519704409829007
america,4.542724437117879
american,5.346542560185648
amerika,0.4284250481249971
amersfoort,0.7356211610661182
ameteur,0.40000109398567374
amherst,4.228066474064111
amhersthadley,0.7530598360167102
ami,0.9744416320544267
amid,1.4215715931498871
amidship,0.5818213142922263
amidst,1.0871747508995133
amigo,0.4621953503805616
amil,0.47800279451659955
amir,0.2310976751902808
amirillotexa,0.5100680337005239
amish,0.6608564560687795
amit,0.6867428753477709
amiti,0.5165701688535679
amityvil,1.0798354181256107
amloc,0.3682878961880351
amman,0.5746239163554462
ammi,0.47667605950469716
ammo,0.8886699708240307
ammount,0.551902433177354
ammunit,1.5558077126894252
amo,0.498372630873548
amoeba,2.2888171277753506
amoebalik,0.9219467741821287
amon,0.42626623587979856
amori,0.5165961514097523
amorph,7.015704778001874
amoung,2.038491151317412
amovi,0.3675992039447183
amp,262.47670122808944
ampaffect,0.42253780730768026
ampamp,0.5120405656191344
ampblu,0.34548254052843635
ampbottom,0.5602902037457842
ampbright,0.39774632947253646
ampfloat,0.4986008995512754
ampgot,0.4986008995512754
ampgreen,0.7154674044191061
amphibi,0.7083157946474954
amphibian,0.3914960391318785
amphit,0.42253780730768026
amphitheat,0.6528333455728986
ampi,0.7508905180354013
ampitheat,0.6125018397765853
ampitheatr,0.5693581011513891
ampliacio,0.2442188610203595
amplifi,0.40106708827972204
amplt,0.8807593974591058
ampm,0.34384492945393136
ampnbc,0.33368253468743103
ampnbsp,0.38085745207178984
ampnephew,0.4063964944318279
ampor,0.863047031993474
amppuls,0.6023859409306224
ampq,0.4673614165821524
ampquot,1.8629575533200442
ampquotasteroidampquot,0.5060183411035123
ampquotballampquot,0.6841053341492193
ampquotballsampquot,0.6396165566846084
ampquotblobampquot,0.47790360605947235
ampquotdancingampquot,0.6481566325425271
ampquotdid,0.47740615366255307
ampquotdisappearedampquot,0.5664749368536328
ampquotdrivingampquot,0.5774519425851418
ampquoteggampquot,0.619524706355526
ampquotembersampquot,0.7372665484521579
ampquotexit,0.4345393034897404
ampquotfear,0.3418205519858619
ampquotfir,0.6384386551937486
ampquotfireampquot,1.2189498714072153
ampquotfireballampquot,1.6859003931466126
ampquotflaringampquot,0.5971888210458274
ampquotfloatingampquot,0.47829566936929513
ampquotherculesampquotit,0.4187461374321214
ampquotitampquot,0.5458374445358236
ampquotmoth,0.4153851689104905
ampquotorbsampquot,0.5394406245979991
ampquotpartedampquot,0.7747492545415388
ampquotplay,0.49263331055230536
ampquotpulsingampquot,0.7633450117163605
ampquotqampquot,0.6432404276879756
ampquotr,0.5895810504425664
ampquotsearch,0.3811073706128369
ampquotshapeampquot,0.6026900243365109
ampquotshot,0.5793871136760815
ampquotski,0.41071134905527207
ampquotslowampquot,0.5521801375572583
ampquotsmokeampquot,0.5666630198478773
ampquotsparksampquotlight,0.6343517362160441
ampquotstarampquot,1.9016318483531296
ampquotstarlikeampquot,1.4530123593343731
ampquotstarsampquot,0.8559113758226832
ampquottak,0.4940724511429622
ampquotturningampquot,0.5353076636967959
ampquotufoampquot,0.5606566118441175
ampquotultra,0.5267016805363544
ampquotvampquot,0.6429496409736449
ampstanbul,0.553338036531362
amptranspar,0.6266944598458659
ampyellow,0.4942306996670321
amquot,0.49484026733771824
amsaw,0.43126340769491583
amsecsa,0.4726174721970309
amski,0.7727113255075674
amsterdam,1.55235660335325
amston,0.5291654463974923
amtrac,0.4850706164238399
amtrak,1.2070268115596512
amtrakrecord,0.415208941373068
amtravel,0.5437967024312386
amus,1.4046050792308238
amwel,0.4857779670845394
amythest,0.6278482544077225
amz,0.5555389667531552
amzingli,0.8229004216770724
ana,5.216050545113276
anacort,2.014737316293653
anacortesa,0.3923584335781514
anaheim,6.231753211713399
analyz,1.1464381863006676
anamol,1.2504211474802212
anamoli,1.2571345183167932
anano,0.40458338647598274
anaranjada,0.31546218683919114
anavi,0.4234146052876737
anbar,0.5171466401533484
anberyellow,0.47178431456286335
anc,0.41967033453658825
ancestor,0.5554258554133352
anchor,2.367182503868518
anchorag,17.011786959419695
anchoredhoov,0.395018178742831
ancient,0.3748085691583659
ancorag,0.5258355276910145
andahalf,0.4674652823241041
andalusia,0.6588809707575267
andaman,0.5216923432513179
andchang,0.6261232417510411
andd,0.3443962677887983
anderson,4.8547736318207155
andersongreenvil,0.5721652531366507
andersonindiana,0.7897159307398037
andflew,0.49932429813656676
andh,0.4109864548719638
andhra,0.41990176385217776
andi,0.2734663409386648
andl,1.0390629223517749
andmanuvirabiltystop,0.433010697222181
andor,2.728596079939564
andov,0.9419477709595843
andrea,0.5193775586763983
andreson,0.45594206951860716
andrew,1.8957413052648775
andro,0.5706979373665304
andseemingli,0.4015467287596388
andstay,0.6310469253058425
andth,0.533333949343949
andvanish,0.5388470312856323
andwhit,0.47970738093259974
andwow,0.8503834087699538
ane,0.4561821036739484
anegada,0.48821717885072213
anesvil,0.842963057823466
anevirisi,0.4498387546499479
aney,0.5204479502401065
anf,0.7519410271085009
anfpsa,0.3991733523687082
ang,2.475525021872698
angal,0.48113847366800294
angel,99.2674252433546
angelanwv,0.436594754009847
angelcross,0.524197614080704
angeld,0.5633702248945927
angelesfad,0.6311094848454291
angelesi,0.44128291298843786
angelesth,0.40119014859916513
angelina,0.5197251001942554
angelo,1.791525527865094
angelveri,0.43078033429046697
angi,0.5425393372867698
angl,148.2523215545544
angleand,0.7684619018388276
angleno,0.5383064441841123
angler,0.5564275150921941
angles,0.49196480420875704
anglesat,0.4194071409375972
angleslrg,0.38950555781501117
anglesno,0.39774632947253646
angleton,0.44543364181617895
anglew,0.48600453044995157
anglia,0.7503376003871237
anglish,0.3668595775365072
anglo,0.4971331552263811
angular,8.443253239270833
anhonesttogood,0.5236703737719904
ani,150.8587430252736
anim,12.822203398330995
anima,0.9537935866984404
animallik,0.5976556153269715
animposs,0.8224954171771354
anita,0.3803872305412998
anitqu,0.4799996591833767
anjean,0.3867232395986885
ankara,0.9085445483283292
ankarada,0.48681116590505763
ankeni,0.6623369104160315
ann,10.308532293399901
